Rk,Yr,Ht,Player,Team,Conf,G,Role,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl
303,So,7-0,Julius Halaifonua,Georgetown,BE,32,C,46,3.1,2.1,6.2,4.3,2,130,104,20.6,62.4,65.5,9.2,16.2,14.3,11,4.3,0.8
304,So,6-7,Kameron Taylor,UNC Asheville,BSth,29,Wing G,88.1,3.1,2.7,1.6,2.7,-1.1,107.6,112.1,29.9,49.8,54.2,4.5,12.2,19,14.6,2.1,1.4
305,So,6-9,Gus Yalden,Vermont,AE,31,Stretch 4,61,3.1,2,4.3,5.1,-0.8,114.8,111.3,33.2,56.1,57.9,10.1,17.7,21,12.3,2.3,1.2
306,Jr,6-11,Rueben Chinyelu,Florida,SEC,35,C,61.3,3,4.2,7.3,4,3.3,122.3,85.2,20.1,58.4,61,17.4,30.7,4.5,16.7,4.2,1.7
307,Sr,6-5,TJ Hurley,Vermont,AE,32,Wing G,77.2,3,2.2,2,2.6,-0.6,124.1,114.1,21.2,58.3,62.5,0.9,12.8,9.7,8.2,0.4,1.4
308,Sr,6-2,Preston Ruedinger,Green Bay,Horz,31,Pure PG,89,3,2.1,1.4,2.3,-0.9,122.1,117.1,18.5,52.4,57.7,1.9,11.4,29.6,13.5,0.3,1.7
309,Fr,6-6,Shelton Henderson,Miami FL,ACC,35,Wing G,78.1,3,3.7,4.2,2.6,1.6,115.1,100.6,21.1,58.7,59,7,11.8,11.8,15.7,1.3,2.1
310,Sr,6-7,Zach Cleveland,Liberty,CUSA,31,Wing G,88,3,3.4,4.9,2.1,2.8,111.2,106.5,24.4,59.8,59.1,3.7,22,36.2,23.1,4.1,2.3
311,Sr,6-6,Tuburu Naivalurua,Oakland,Horz,31,Wing F,81.2,3,2.3,1.5,2,-0.6,119.6,114,20,53.3,56.6,7.4,13.4,11.3,9.2,3.5,1.9
312,Sr,6-8,Josh Reed,Penn St.,B10,32,Wing F,70.5,3,2.3,2.4,2.9,-0.5,119.9,111.1,19,55.3,61.6,5.1,13.9,7,12.1,0.4,2.2
313,Sr,6-3,Aidan Mahaney,UC Santa Barbara,BW,30,Combo G,85.8,3,2.2,0.1,1.6,-1.5,115.4,115.5,21.3,52.6,55.6,1.2,5.9,16.3,11,0.2,1.3
314,Sr,6-11,Ernest Udeh Jr.,Miami FL,ACC,33,C,66.5,3,4.1,6,2.8,3.1,135.6,92.9,10.8,72.7,68,13.1,25.8,3,11.4,5.8,2.1
315,Sr,6-7,Elijah Mahi,Santa Clara,WCC,34,Wing G,75.9,3,3.2,4.7,3.9,0.8,113,103.8,22.9,51.3,53.8,5.6,13,14.8,14.5,1.4,2.7
316,Sr,6-2,Cliff Davis,James Madison,SB,32,Combo G,78.2,3,2.1,3.1,3.8,-0.7,119.5,115.1,22.1,55.1,58.8,1.5,9.4,11.2,10.1,0.1,2.2
317,Fr,6-9,Roman Domon,Murray St.,MVC,33,Wing F,63,3,2.2,4.8,4.6,0.2,120,108.7,24.5,55.4,62.5,4.6,18.3,11.9,15.2,0.4,2.3
318,Jr,6-1,Elliot Cadeau,Michigan,B10,40,Pure PG,68,3,4,5.5,3,2.5,112.3,92.4,22.9,50.9,54.3,1.4,8.8,33.7,21.4,0.8,1.7
319,Sr,6-10,Cameron Corhen,Pittsburgh,ACC,33,Wing F,84,3,3.4,1.9,1.1,0.8,110.9,105.3,21.8,55.4,58.2,8.3,16.6,12.1,18.7,1.9,1.8
320,Sr,7-0,Christoph Tilly,Ohio St.,B10,32,PF/C,60.5,3,3.1,4.6,2.1,2.6,114.2,100.1,23.5,50.6,56.7,6.9,15.3,16.4,15.1,2.4,1.5
321,So,6-1,Isaac Williams,Baylor,B12,33,Scoring PG,61.9,3,2.3,3.4,2.1,1.3,119.7,107.1,19.9,60.3,62.3,1.9,8.5,23.5,19.2,2,1.7
322,Sr,6-6,Shelton Williams-Dryden,West Georgia,ASun,30,Wing F,87.7,3,2.5,0.4,2.3,-2,112.9,113.8,28,51.4,54.9,9.8,19.3,8.8,10.9,0.5,1.7
323,Fr,6-3,Ace Glass lll,Washington St.,WCC,31,Combo G,72.3,3,2.2,1.2,2.8,-1.6,109.2,112.7,27.3,54,58,1.5,10.9,17.5,17.4,0.4,1.6
324,Sr,6-10,Kyle Evans,UC Irvine,BW,33,C,73,3,4.2,6.9,2.8,4.1,129.1,92.8,16.1,61.9,64.8,9.1,21.8,6.4,10,11.8,0.8
325,Sr,6-6,Corey Stephenson,FIU,CUSA,28,Wing G,77.3,3,2.8,3.7,4.1,-0.5,112.5,109.1,25.4,53.7,57.2,6.9,14.5,10.4,15,1.9,2.3
326,Jr,6-8,Xavier Edmonds,TCU,B12,35,PF/C,56.4,3,3.1,7,4.3,2.7,116.2,94.2,26.3,61.4,62.8,14.5,19.1,11,17.8,4.4,2.5
327,Jr,6-1,Dai Dai Ames,California,ACC,33,Combo G,78.9,3,3,1.2,1.5,-0.3,109.7,106.5,25.1,53,57.2,0.9,5.9,14.7,12.9,0.5,1.1
328,Jr,6-4,Po'Boigh King,Sam Houston St.,CUSA,28,Combo G,65.7,3,2.1,2,2.9,-0.9,121.6,113.6,20.2,52.4,56.7,2,5.7,9.9,8.6,0.7,1.4
329,So,6-3,Kahmare Holmes,Wofford,SC,25,Combo G,67,3,2.5,3.5,3.4,0.1,113.9,111.9,29.2,54.1,57,4.1,16.9,18.1,11.4,1,3.4
330,So,6-9,Hank Alvey,Lehigh,Pat,33,PF/C,75.9,3,2.7,3.6,2.6,1,119.1,108.5,24.3,62.2,63.4,9.2,18.1,15.8,14.1,5.1,2.1
331,Jr,6-1,Kyler D'Augustino,IU Indy,Horz,28,Combo G,77.3,3,1.5,-0.2,2.1,-2.3,116.3,121.2,24,57.6,60,3.8,8.3,18.4,13.2,0.2,2.1
332,Jr,6-5,Jackson Hicke,Princeton,Ivy,28,Wing G,85.5,3,2.7,1.6,2.2,-0.6,113.1,112,23.8,54.1,58.5,4.9,13.6,17.2,14.6,1.1,1.7
333,Sr,6-3,Xaivian Lee,Florida,SEC,35,Combo G,68.5,3,4,6.9,3.1,3.8,117.6,92.8,20.5,50.4,53.6,1.7,12.2,24.5,17.1,0.4,2.4
334,Jr,6-7,Javan Simmons,Ohio,MAC,29,Wing F,66.6,3,2,1.7,2.7,-1,114.4,113.5,27.2,54.4,58.5,10.7,13.2,12,13.4,3,1.2
335,So,6-7,Ian Scott,Indiana St.,MVC,30,Wing G,75.2,3,3,5.2,2.9,2.3,118.9,105.2,20.3,65.9,67.6,5.9,17.9,17.9,19.3,3.1,2.2
336,Sr,6-9,Fredrick King,Murray St.,MVC,32,PF/C,60.1,3,2.5,4.7,4,0.7,120.9,104.8,23.8,66,65.7,16.4,21.6,6.4,17.9,7.4,1.5
337,Fr,7-1,Massamba Diop,Arizona St.,B12,33,C,74.1,3,3.3,4.9,2.6,2.3,113.2,102.2,21.3,58.2,61.4,7.5,15,7.6,16.9,7.9,1.2
338,So,6-7,Blake Barkley,East Tennessee St.,SC,31,Wing F,70.2,3,2.6,2.1,2.8,-0.8,124.4,108.4,22.4,62.1,67.5,6.5,18.5,7.9,15.4,1.1,1.7
339,Jr,6-6,Jake Davis,Illinois,B10,37,Wing G,48.3,3,2.3,6.3,3.9,2.5,146.6,100.7,10.9,61.2,62.5,6.1,6.5,5.6,4.6,1.3,1
340,Sr,5-10,Javon Bennett,Dayton,A10,37,Scoring PG,85.5,3,3.7,2.9,2.2,0.8,111.3,103,22.9,49,54.6,1.4,6.2,18.9,10.7,0.5,2.5
341,Sr,6-9,Caden Powell,Baylor,B12,33,C,60.8,3,2.5,4.1,2.5,1.6,130.5,104.8,13.9,67.5,68,13.2,15.6,8.4,17.6,3.3,1.3
342,Sr,6-2,Nik Graves,Creighton,BE,34,Scoring PG,66.9,3,2.7,2.5,1.6,0.9,112.2,105.7,23.8,45.4,53.4,2.4,9.9,30.4,15,0.4,2
343,Sr,6-7,Jaden Henley,Grand Canyon,MWC,32,Wing G,78.3,3,4.3,5.7,2.4,3.3,107,94.6,29,50.6,56.2,2.4,18.5,20.1,17.5,0.9,2.9
344,Sr,6-2,Donovan Oday,Northern Kentucky,Horz,31,Combo G,73.7,3,2.8,4.9,3.5,1.4,116.9,107.2,26.9,56.2,61.7,2.8,11.8,13.2,15.2,2.1,3.7
345,Sr,6-3,Jlynn Counter,Charleston,CAA,30,Pure PG,74.7,3,3.1,5.1,3.2,1.9,111.2,105.5,28.4,51.4,58.1,2.1,14.6,37.7,19.6,0.8,3
346,Sr,6-8,Kimani Hamilton,UNLV,MWC,34,Wing F,72.8,3,2.6,2.1,2.2,-0.1,115.3,108.7,21.8,53.2,57.3,7.9,11.6,14.5,14.1,1.4,2.3
347,Jr,6-10,Blake Buchanan,Iowa St.,B12,37,C,61.3,3,3.7,6.6,3,3.7,124.8,91.4,17.5,63.6,61.9,13.8,14.2,11.7,15,4.8,1.9
348,So,6-3,Mikey Lewis,Saint Mary's,WCC,32,Combo G,66.9,3,3.3,4.1,2.8,1.3,113.5,98.8,25.2,48.7,53.3,1.7,9.3,15.5,12.2,1,1.6
349,So,6-9,Sam Orme,Belmont,MVC,28,Stretch 4,57.3,3,2.6,5.7,4.1,1.6,126.2,104.8,19.4,65.7,65.9,4.6,16.8,12.7,12.3,3.5,2.1
350,Sr,6-3,Obi Agbim,Baylor,B12,33,Combo G,83.3,3,2.9,1.8,1.5,0.2,117.3,109,15.8,49.7,52,1.7,7.7,15.4,12,0.3,1.5
351,Sr,6-2,Coleton Benson,New Orleans,Slnd,33,Combo G,85,2.9,2.1,0.5,2.1,-1.6,115.4,116.9,20.7,51,57.7,1.1,8.1,10.7,14.7,0.2,1.2
352,Sr,6-8,Tobi Lawal,Virginia Tech,ACC,23,PF/C,50.8,2.9,3.6,2.6,1.6,1.1,116.8,98.4,20.2,57.8,63.5,9.2,25,3.9,17.9,4.3,0.6
353,Jr,6-2,Josiah Lake II,Oregon St.,WCC,33,Scoring PG,84.1,2.9,3,2.7,1.7,1,113,108.3,21.2,52.9,60.6,1.2,12.7,27.5,19.5,1.4,2.5
354,Jr,6-8,Isaac Garrett,Oakland,Horz,27,Wing F,63.4,2.9,2.4,2.3,2.1,0.2,117.1,110.9,22.9,54.3,59.1,9.4,18.1,14.8,15.2,3.6,2.1
355,Sr,6-9,Shilo Jackson,Le Moyne,NEC,26,PF/C,65.6,2.9,2.6,2.5,1.6,0.8,117,110.5,24.8,63,65.9,10.4,18.9,16.5,19.1,5.5,1
356,Sr,6-4,DJ Armstrong,UMBC,AE,31,Combo G,81.3,2.9,2.5,3.2,3,0.3,127.6,112.6,17.9,60.9,64.8,0.7,9.8,11.9,10,1,1.4
357,Sr,6-9,Tae Davis,Oklahoma,SEC,37,Wing F,73.1,2.9,2.8,1.5,1.6,-0.2,112.4,107.1,23.5,51.4,55.4,8.1,13.6,14.4,15.6,0.7,1.3
358,Jr,6-2,Kory Mincy,George Mason,A10,32,Combo G,84.8,2.9,3.4,2.8,1.7,1.1,115.3,105.5,21.1,52.7,57.1,1.2,11.1,17.5,13.7,0.1,1.9
359,Jr,6-5,Freddie Dilione V,Penn St.,B10,32,Combo G,68.6,2.9,2.3,3.7,4,-0.2,110.4,110.5,26,53,55.8,3.4,11.8,17.6,12.2,0.8,2.6
360,Sr,6-5,AJ Lopez,Richmond,A10,31,Combo G,65.5,2.9,2.2,3.9,3.8,0.2,120.6,110.1,22.5,54.5,61.6,1.7,8.3,10.2,9.2,2.5,2.2
361,Sr,6-3,Nate Johnson,Kansas St.,B12,32,Scoring PG,81.8,2.9,3.7,5.2,2.3,2.9,112.5,102,19.9,55,58.8,2.7,14.1,23.5,20.3,0.8,3.7
362,Sr,6-6,Josh Dix,Creighton,BE,34,Wing G,81.9,2.9,3.2,3,2.3,0.7,112.4,106.2,19.2,53.1,55.8,1.7,10.9,13.9,10.9,0.8,1.6
363,Fr,6-8,Brandon Benjamin,Fairfield,MAAC,32,PF/C,75.7,2.9,2.7,2.1,2.8,-0.7,118.7,109.1,22.7,56.8,58.8,14.2,23.1,8.2,14.7,5.5,1.4
364,Jr,6-4,A'lahn Sumler,Charleston Southern,BSth,27,Scoring PG,69.5,2.9,2.1,3,4.1,-1.1,112.3,114,29.2,55.7,57.5,3.2,11.9,26.7,15.1,0.4,1.4
365,Fr,6-5,Jordan Watford,Queens,ASun,34,Pure PG,51.3,2.9,1.1,2.4,3.6,-1.1,126.3,119.2,27.7,61.5,66.7,5.4,9.2,35.3,18.6,0.6,1.9
366,Sr,6-5,Lavell Brodnex,Louisiana Monroe,SB,25,Wing F,64.7,2.9,1.5,0,2.4,-2.4,117.3,120.2,22.4,56.4,60,9.3,20,15.4,13.2,3.1,1.5
367,Jr,6-3,Kenyon Goodin,Bellarmine,ASun,29,Combo G,80.2,2.9,0.6,-2,1.5,-3.5,130.6,129.1,15.2,61.9,66.3,1.8,9.2,10.1,9,0.6,1.5
368,So,6-4,C.J. O'Hara,Green Bay,Horz,31,Wing G,82.4,2.9,2,0.2,1.3,-1.2,119,116.5,20.9,57.5,63.5,5.9,11,7.8,14,1,1.9
369,Sr,6-4,Isaac McKneely,Louisville,ACC,35,Wing G,72.3,2.9,3.3,4.5,3.4,1.1,123.4,101.4,15.1,58,60.5,2.2,9.1,8.3,11,0.2,1.1
370,Sr,6-3,Cayden Charles,St. Bonaventure,A10,33,Wing G,83.1,2.9,2.9,1.6,1.5,0.2,115.6,109,19.8,49.2,56.3,5.5,18.4,10.5,13.5,1.3,2.8
371,So,6-7,David Punch,TCU,B12,34,PF/C,71.3,2.9,4.2,7.1,2.6,4.5,110.3,92.7,23.8,51.8,55,7.5,19.6,13.8,14,7.4,2.6
372,Fr,6-3,Kayden Mingo,Penn St.,B10,28,Scoring PG,70.1,2.9,2.8,3,1.9,1.1,108.6,109.4,24.6,51.2,54.4,2.1,12.3,27.2,15.3,0.7,3.8
373,Jr,6-1,Urban Klavzar,Florida,SEC,35,Combo G,51.7,2.9,2.6,6.8,4.6,2.1,132.9,97.9,16.5,59.6,63.6,1.5,6.2,9.6,13.4,0.3,0.9
374,Jr,6-7,Jason Rivera-Torres,Monmouth,CAA,33,Wing F,88.2,2.9,4,4.8,3,1.9,110.3,101.9,24.8,46.4,52.2,8.3,17.9,16.9,12.9,3.5,3.3
375,So,6-8,Cooper Koch,Iowa,B10,37,Wing F,70.9,2.9,3.2,4.6,3.2,1.4,127.7,102.1,12.8,58.6,60.6,4,10.9,7.2,8,0.8,1.3
376,Sr,6-7,Nolan Hodge,UNC Wilmington,CAA,32,Wing G,82.1,2.9,3,3.7,3.5,0.2,120.2,108.4,19.7,51.5,55.8,5.3,10,9.6,9.6,1.8,1.3
377,Sr,6-6,Darrion Williams,N.C. State,ACC,33,Wing G,72,2.9,3.2,3.9,3.3,0.6,109.9,102.8,23.7,51.1,53.3,3.5,13.9,17.5,12.3,1.3,2
378,Sr,6-5,Riley Kugel,UCF,B12,31,Combo G,67.4,2.9,2.8,3.2,2.3,0.8,108.4,106.2,24.5,49,51.9,3.8,8.5,15.9,13.9,0.9,2
379,So,7-2,Samet Yigitoglu,SMU,ACC,34,C,71.6,2.9,3.1,2.6,1.8,0.8,117.6,103.1,19,62.8,60.9,14.3,16.2,8.9,18,5.5,1
380,Fr,6-1,Jaylen Petty,Texas Tech,B12,33,Combo G,73.7,2.9,3.4,3.2,1.7,1.4,119.6,101.6,15.6,53.3,55.5,2.4,11.8,12.3,11.3,0.1,1.1
381,Jr,6-2,Nasir Whitlock,Lehigh,Pat,33,Scoring PG,85.4,2.9,2.2,-0.1,2,-2.1,108.2,115.4,30.1,53.7,58.4,1.2,10.2,22,15.6,0,1.8
382,Jr,6-8,Joseph Tugler,Houston,B12,37,PF/C,58.6,2.9,3.9,9.2,3.2,6,121.3,86.3,19.7,57.8,60.1,14.3,11.1,10.4,17,8.3,3.3
383,So,6-3,Braeden Speed,Loyola MD,Pat,30,Combo G,82.3,2.9,1.5,0.1,2.1,-2,116.4,120.9,23.8,53.3,58.8,2.6,13.2,22.9,14.5,0.8,1.8
384,Sr,6-9,Brock Wisne,Northern Colorado,BSky,29,PF/C,80.4,2.9,2.7,2.4,2.5,-0.2,113.7,110.2,24.9,59.2,60.9,7.8,15.7,15.6,17.7,1.3,1.3
385,Sr,6-6,Max Mackinnon,LSU,SEC,31,Wing G,75.1,2.9,2.6,1.6,2.7,-1.1,109.6,109.9,23.8,50.4,55.2,1.3,7.8,15.1,15.3,1,1
386,Sr,6-8,Dillon Mitchell,St. John's,BE,37,PF/C,70.1,2.8,4.2,8.2,3.5,4.7,121,90.8,15.9,56.1,55.5,9.4,18,18.8,12.7,2.6,2.6
387,Jr,6-7,Tavion Banks,Iowa,B10,37,Wing F,58.1,2.8,3.1,4.3,2.1,2.2,116.5,96.3,23.2,55.9,61.4,8.6,18.8,9.7,16.6,1.3,2.7
388,So,6-4,Jase Butler,Colorado St.,MWC,33,Combo G,65.1,2.8,2.1,2.5,2.5,-0.1,124.4,110.6,18,56.5,63,5.3,9.9,13.3,14.5,0.3,1.5
389,Sr,6-7,Chris Bell,California,ACC,33,Wing G,69.5,2.8,2.8,4.2,3.9,0.3,116.7,104.9,21,57.7,62.3,1.8,8.5,4.7,11.6,2.2,1.1
390,Sr,6-7,AK Okereke,Vanderbilt,SEC,36,Wing F,65,2.8,2.9,4.2,2.6,1.7,122.2,102.2,17.3,56.5,60.8,5.5,10.4,12.8,14.3,2.7,1.1
391,So,6-11,J.P. Estrella,Tennessee,SEC,33,PF/C,40.4,2.8,2.4,7.1,5.7,1.4,126,95.6,23.1,60.4,61.2,17.3,15.6,9.6,12.7,2.5,0.9
392,So,6-10,Damon Wilkinson,South Dakota St.,Sum,29,C,61,2.8,2.1,2.3,2.7,-0.4,117.4,109.6,27.1,58.5,61.8,10.2,19.7,11.2,14.7,4.3,1
393,Jr,6-10,Carey Booth,Colorado St.,MWC,33,Stretch 4,62,2.8,2.5,4.6,4.2,0.4,123.9,104.8,19.1,60.1,65.5,5.9,22.2,5.6,13.5,5.3,1.1
394,Jr,6-3,Solo Ball,Connecticut,BE,39,Wing G,68.7,2.8,3.6,2.7,2.2,0.6,111.5,97.9,21.9,48.4,53.2,3.3,9.2,9.8,11.8,0.8,0.9
395,So,6-3,Boogie Fland,Florida,SEC,35,Scoring PG,75,2.8,4.3,5.9,1.5,4.4,116.2,93.3,18.7,49.2,53,2.8,5.8,18.2,15.5,0.5,3.2
396,Sr,6-4,Dontae Horne,Prairie View A&M,SWAC,33,Combo G,82.6,2.8,2.5,2.3,2.6,-0.2,106,112.2,31.5,48,54.4,3.8,11.6,21.6,14.4,0.9,3.2
397,Sr,6-3,Prophet Johnson,Sacramento St.,BSky,27,Combo G,87.4,2.8,3.1,3.7,2.9,0.7,108.8,109.5,25.2,51.7,55.5,5,17.4,22.4,14.3,1.1,3.9
398,Jr,6-7,Sean Craig,Toledo,MAC,32,Stretch 4,80.1,2.8,2.5,0.7,2.3,-1.6,122.5,112.2,17.8,56.3,59.1,9.8,16.5,7.7,11.1,0.9,1.3
399,Sr,6-7,AJ Storr,Mississippi,SEC,35,Wing G,64.5,2.8,2.8,3.9,3.4,0.5,107.9,103.5,29.3,49.5,54,3,10.4,16,11.3,0.7,2
400,Sr,6-4,Bryce Harris,Howard,MEAC,31,Wing G,83,2.8,3.4,3.8,3,0.7,115.2,105,24.6,52.8,58.6,8.8,16.4,15.4,16.6,3.8,2.2
401,So,6-9,Donnie Freeman,Syracuse,ACC,23,Stretch 4,55.1,2.8,3.7,2.5,1.6,0.9,105.9,99.2,26.5,52.3,57.7,3.7,22.5,8.7,17.5,3.1,1.5
402,Sr,6-10,Jalen Washington,Vanderbilt,SEC,36,C,51.3,2.8,2.8,6,3.5,2.5,126.3,95.7,19.5,58.8,63,11.4,19.8,7.6,12.5,6.8,1.6
403,So,6-11,Somto Cyril,Georgia,SEC,33,C,52.1,2.8,2.6,6.8,3.4,3.4,131.4,97.9,17.4,75.9,72,12.2,15.1,4.7,15.7,10.6,1.6
404,Sr,6-4,Davion Bailey,Incarnate Word,Slnd,28,Combo G,89.9,2.8,2,0,2.2,-2.2,106.5,118.2,26.8,48.6,52.9,1.5,10.6,11.7,13.5,1,1.9
405,Fr,6-2,Greyson Uelmen,North Dakota,Sum,32,Combo G,71.3,2.8,1.6,0.9,2.7,-1.8,111,117.9,29.6,53.9,60.4,2.4,9.6,18.6,17.4,0.3,2.3
406,Sr,6-7,Djahi Binet,Southern Miss,SB,33,PF/C,67.6,2.8,2.6,2.8,2.9,-0.1,124.5,107.2,19.6,62.8,65.1,14.4,20.2,6.8,15.2,4.9,1.4
407,Jr,6-0,Trevor Mullin,Yale,Ivy,29,Combo G,68.4,2.8,2,0.9,2.1,-1.2,121.6,113.4,20.7,52.1,57.1,2.7,7.8,16.8,11.8,0.2,1.3
408,Sr,6-3,Kashie Natt,Sam Houston St.,CUSA,31,Wing G,68.2,2.8,3.3,7,3.8,3.2,121.6,99.4,20.4,49.8,56.1,9.3,23.6,15.6,12.7,1.9,4.2
409,Jr,6-9,Chase Walker,Illinois St.,MVC,32,PF/C,51.5,2.8,2.9,5.9,2.9,2.9,111.5,97.7,32.4,56.1,59.9,11.4,17.1,21.4,18.4,2.7,2.5
410,Jr,6-1,Makaih Williams,Grand Canyon,MWC,32,Combo G,67.5,2.8,3.2,5.1,3.2,1.9,113.1,100.5,25.6,51.3,56.3,4.4,7.5,19.1,14.3,0.7,2
411,Sr,6-5,Jake Heidbreder,Fresno St.,MWC,29,Combo G,87.1,2.8,3.7,2.2,1.2,1,108.8,105.4,22.3,49.1,56.1,1.7,6.6,11.7,14.6,0.4,2.2
412,Sr,6-8,LJ Wells,Northern Kentucky,Horz,30,Wing F,74.5,2.8,2.8,1.5,1.5,0,119.7,108.3,22.6,58,61.3,9.1,18,13.3,14.7,3.1,2.1
413,Sr,6-5,Joseph Pinion,South Florida,Amer,33,Combo G,74.5,2.8,3.3,5.4,3.7,1.8,116.4,102.5,20.9,52.7,54.7,4.8,8.6,14.6,13.3,0.9,3
414,Sr,6-2,Jordan Battle,Old Dominion,SB,32,Combo G,81.8,2.8,2.5,2.9,2.8,0.1,116.8,112.3,22,53.9,61.3,2,12.9,17.2,15.4,0,2.5
415,Jr,6-5,Isaac Bruns,South Dakota,Sum,17,Wing G,46.2,2.8,2.1,-0.4,2,-2.5,107,114.8,30.9,47.4,54.4,5.9,14.1,8.8,12.6,0.3,2.1
416,Fr,6-4,Nick Janowski,St. Thomas,Sum,31,Wing G,80.6,2.8,2.7,1.7,3,-1.2,115.7,110,23.7,58,59.1,3.7,14.5,12.5,9.4,0.8,1.4
417,So,6-5,TJ Nadeau,Detroit Mercy,Horz,29,Wing G,64.9,2.8,1.7,2.8,3.7,-0.8,125.7,115.6,19.5,60.1,63.2,2.6,10.4,7.9,11,0.9,1.2
418,Sr,6-0,Braden Sparks,Fairfield,MAAC,33,Combo G,83.9,2.8,2.2,2.4,2.8,-0.4,113.6,115.2,24.3,50.4,53.8,1.7,9.3,16.2,12.4,0.4,2.4
419,Jr,6-6,Filip Brankovic,UT Rio Grande Valley,Slnd,31,Stretch 4,60.4,2.8,2.2,3.5,3.6,-0.1,117,108,26.2,58.3,61.1,8.2,13.4,17.9,14.9,1.9,1
420,Sr,6-7,Pablo Tamba,LSU,SEC,32,Wing F,69.8,2.8,3.1,5,2.7,2.3,126.7,102.2,13.9,64.1,64.1,10.7,18,8.8,14.5,2,2.3
421,Sr,6-4,Milos Uzan,Houston,B12,37,Scoring PG,82.1,2.8,4.6,5.1,2.3,2.8,111.7,94.4,19.3,47.3,49.3,1.2,8.1,21.3,12.6,0.5,1.8
422,Fr,6-2,Acaden Lewis,Villanova,BE,33,Pure PG,75.4,2.8,3.7,4.7,1.7,3,107.5,98.9,24.6,49.6,51,1.6,10.4,33.7,17.1,0.3,3.8
423,Sr,6-4,Trae Broadnax,Rice,Amer,29,Combo G,77,2.8,2.4,2.4,2.3,0.1,108.9,111.6,26.9,48.3,53.6,3.3,15.8,23.5,16.8,1.1,2.4
424,Sr,6-8,Terri Miller Jr.,Portland St.,BSky,28,Wing F,78.2,2.8,3.5,5.6,3.6,2.1,108.7,101.8,29.9,55.7,57.9,5,14.6,24.1,17.7,2.6,2.5
425,Jr,6-2,Wes Enis,South Florida,Amer,32,Combo G,81,2.8,3.3,2.5,2.3,0.2,114.1,105.6,20.3,51.1,54,1.7,9.1,13.1,12.8,0.2,1.7
426,Sr,5-11,Tyren Moore,Georgia Southern,SB,35,Combo G,73.6,2.8,1.8,2.3,3.7,-1.4,115.3,116.5,24.9,55.2,58.4,1,10.3,18.9,13.9,0.2,2.8
427,Sr,6-8,Delrecco Gillespie,Kent St.,MAC,32,PF/C,80.5,2.8,3.4,2.5,2,0.5,111.1,103.6,26.3,51.8,58.1,10.5,28.2,11.9,18.8,4.3,1.7
428,Jr,6-3,Nils Machowski,Wofford,SC,30,Wing G,86.2,2.8,2,1.1,3.5,-2.4,116.7,117.8,24.1,54.4,58.1,4.5,15.5,14.7,12.6,1.7,1
429,So,6-6,Ruben Dominguez,Texas A&M,SEC,34,Combo G,57.1,2.8,2.3,4.9,4.5,0.4,130.5,105.6,16,57.7,61.3,1.8,9,10.2,5.7,0.6,1
430,Sr,6-6,Mahmoud Fofana,Cal St. Northridge,BW,32,PF/C,75.3,2.8,2.8,2.6,1.5,1,126,108,15.3,63.7,63.9,9.9,17.9,8.2,12.1,3.3,1.9
431,Sr,6-9,Mike Sharavjamts,South Carolina,SEC,32,Stretch 4,73.5,2.8,3.2,4.6,2.6,2,118.5,103.3,18.5,54.9,60.3,5.1,17,15.7,14.8,3.1,1.3
432,Sr,6-9,Theo Seng,Troy,SB,26,Wing F,58.1,2.8,2.5,1.3,1.8,-0.5,122.5,109.3,18.8,56.9,60.6,5.3,17.3,7.9,10.7,1,1
433,So,6-4,Tey Barbour,Harvard,Ivy,28,Wing G,84,2.8,3.1,2,2.1,-0.1,121.1,108.1,18.4,60.1,63.7,2.8,16.1,8.8,12.6,1.1,1.2
434,Sr,6-0,Zawdie Jackson,FIU,CUSA,29,Scoring PG,73.2,2.8,2.2,1.4,1.2,0.2,121.7,113.2,18.7,48,58.7,2.3,7.4,17.8,13.2,0.1,2.3
435,Jr,6-6,Viljami Vartiainen,Weber St.,BSky,25,Wing G,62.8,2.8,2,2.3,3.2,-0.9,127.8,115.1,15.5,61.8,63.2,0.8,12.2,5.4,8.2,0.4,1.5
436,Jr,6-4,Trey Autry,George Washington,A10,33,Wing G,69.7,2.8,2.4,2.3,2.3,0,125.4,109.9,15.3,57.9,60.5,3.2,11.3,8.5,11.7,0.8,1.4
437,Sr,6-9,Ben Humrichous,Illinois,B10,37,Stretch 4,55.5,2.8,2.9,7,3.7,3.3,136.1,96.6,11.5,53.8,55.6,5.9,13.4,5.9,4.5,3.3,1.1
438,Fr,6-3,Chance Gladden,Boston University,Pat,32,Scoring PG,80.1,2.8,1.3,-2.3,0.9,-3.2,113,123.1,25.7,52.1,58.7,2.5,9.5,26.7,19.6,0.9,1.2
439,Jr,6-9,TJ Power,Penn,Ivy,29,Stretch 4,88,2.8,3.6,4.5,3.5,0.9,110.7,104.9,23.1,56,57.4,4.9,19.3,14.2,15.4,1.9,1.9
440,Sr,6-1,Jalen Speer,Marshall,SB,31,Scoring PG,82,2.7,2.3,0.5,2.4,-1.8,110.7,114.4,26.1,48.8,52.4,1.5,11.6,29.7,15.8,0.2,1.9
441,Fr,6-5,Patton Pinkins,Mississippi,SEC,35,Wing G,61.1,2.7,2.3,3.3,2.9,0.4,128.5,107.6,15.3,55.9,60.7,3,5.6,6.6,4.4,0.4,1.1
